PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,1,EFU11E652V          ,3500,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,2,EFU14E272V1         ,10000,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,3,EFU14E652V1         ,41500,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,4,EFU8E652V1          ,6000,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,5,EFUHV18D65A         ,23000,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,6,EFUHV18L27A         ,700,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,7,EFUHV23D65A         ,7000,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,8,EFDHV11D65T         ,2016,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,9,EFDHV15D65T1        ,20928,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,10,EFDHV15L27T1        ,2304,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,11,EFDHV20D65T1        ,1056,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,12,EFDHV23D65T1        ,1056,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,13,EFDHV25D65T         ,132960,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,14,EFDHV25L27T         ,4512,PC,
PC170332,PIZ00003  ,09-23-2017,1970-01-01,301367,00038274,SEA.F     ,15,EFDHV42D65A         ,3984,PC,
