PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV11D65T         ,3800,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV15D65T1        ,15072,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,3,EFDHV15L27T1        ,6432,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,4,EFDHV20D65T1        ,3936,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,5,EFDHV23D65T1        ,4224,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,6,EFDHV25D65T         ,249984,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,7,EFDHV25L27T         ,3936,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,8,EFDHV32D65A         ,480,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,9,EFDHV42D65A         ,3984,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,10,EFU14E272V1         ,8000,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,11,EFU14E652V1         ,40000,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,12,EFU8E652V1          ,3000,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,13,EFUHV18D65A         ,27000,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,14,EFUHV18L27A         ,1000,PC,
PC170254,PIZ00003  ,04-23-2017,1970-01-01,301367,00038274,SEA.F     ,15,EFUHV23D65A         ,5000,PC,
