PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,1,LDAHV10DG4A         ,10,PC,
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,2,LDAHV10LG4A         ,10,PC,
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,3,LDAHV12DG4A         ,10,PC,
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,4,LDAHV12LG4A         ,10,PC,
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,5,LDAHV4DG4A          ,10,PC,
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,6,LDAHV4LG4A          ,10,PC,
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,7,LDAHV5DG4A          ,10,PC,
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,8,LDAHV5LG4A          ,10,PC,
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,9,LDAHV7DG4A          ,10,PC,
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,10,LDAHV7LG4A          ,10,PC,
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,11,LDAHV8DG4A          ,10,PC,
PC160137,PIZ00006  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,12,LDAHV8LG4A          ,10,PC,
