PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PC160061,PIZ00003  ,06-25-2016,,301367,SEA.F     ,1,LDAHV11DH3A2        ,2000,PC,
PC160061,PIZ00003  ,06-25-2016,,301367,SEA.F     ,2,LDAHV11DH3BA2       ,2000,PC,
PC160061,PIZ00003  ,06-25-2016,,301367,SEA.F     ,3,LDAHV11LH3A2        ,2000,PC,
PC160061,PIZ00003  ,06-25-2016,,301367,SEA.F     ,4,LDAHV11LH3BA2       ,2000,PC,
PC160061,PIS00023  ,06-25-2016,,301367,SEA.F     ,5,LDAHV7DG4A1         ,3000,PC,
PC160061,PIS00023  ,06-25-2016,,301367,SEA.F     ,6,LDAHV7DG4BA         ,3000,PC,
PC160061,PIS00023  ,06-25-2016,,301367,SEA.F     ,7,LDAHV7LG4A1         ,3000,PC,
PC160061,PIS00023  ,06-25-2016,,301367,SEA.F     ,8,LDAHV7LG4BA         ,3000,PC,
PC160061,PIS00023  ,06-25-2016,,301367,SEA.F     ,9,LDAHV8DG4A1         ,2500,PC,
PC160061,PIS00023  ,06-25-2016,,301367,SEA.F     ,10,LDAHV8DG4BA         ,3000,PC,
PC160061,PIS00023  ,06-25-2016,,301367,SEA.F     ,11,LDAHV8LG4A1         ,3000,PC,
