PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV11D65T         ,2976,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV15D65T1        ,24384,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,3,EFDHV15L27T1        ,4416,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,4,EFDHV20D65T1        ,6240,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,5,EFDHV23D65T1        ,3168,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,6,EFDHV25D65T         ,99936,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,7,EFDHV25L27T         ,6240,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,8,EFDHV32D65A         ,1776,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,9,EFDHV42D65A         ,6984,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,10,EFU11E652V          ,5000,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,11,EFU14E272V1         ,15000,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,12,EFU14E652V1         ,70000,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,13,EFU8E652V1          ,17500,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,14,EFUHV18D65A         ,45700,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,15,EFUHV18L27A         ,2200,PC,
PC170389,PIZ00003  ,01-25-2018,1970-01-01,301367,00038274,SEA.F     ,16,EFUHV23D65A         ,6500,PC,
