PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PC160022,PIS00023  ,04-22-2016,,301367,SEA.F     ,1,LDAHV10DG4A         ,6000,PC,
PC160022,PIS00023  ,04-22-2016,,301367,SEA.F     ,2,LDAHV10LG4A         ,5000,PC,
PC160022,PIS00023  ,04-22-2016,,301367,SEA.F     ,3,LDAHV12DG4A         ,5000,PC,
PC160022,PIS00023  ,04-22-2016,,301367,SEA.F     ,4,LDAHV2DG4A          ,3000,PC,
PC160022,PIS00023  ,04-22-2016,,301367,SEA.F     ,5,LDAHV4DG4A          ,27000,PC,
PC160022,PIS00023  ,04-22-2016,,301367,SEA.F     ,6,LDAHV4LG4A          ,3400,PC,
PC160022,PIS00023  ,04-22-2016,,301367,SEA.F     ,7,LDAHV7DG4A          ,30000,PC,
PC160022,PIS00023  ,04-22-2016,,301367,SEA.F     ,8,LDAHV7LG4A          ,5000,PC,
PC160022,PIS00023  ,04-22-2016,,301367,SEA.F     ,9,LDAHV8DG4A          ,30000,PC,
PC160022,PIS00023  ,04-22-2016,,301367,SEA.F     ,10,LDAHV8LG4A          ,3700,PC,
