PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV15D65T1        ,16224,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV15L27T1        ,5952,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,3,EFDHV20D65T1        ,960,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,4,EFDHV23D65T1        ,480,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,5,EFDHV25D65T         ,54048,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,6,EFDHV32D65A         ,1200,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,7,EFDHV42D65A         ,480,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,8,EFU11E652V          ,4400,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,9,EFU14E272V1         ,10000,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,10,EFU14E652V1         ,40000,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,11,EFU8E652V1          ,15000,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,12,EFUHV18D65A         ,9000,PC,
PC190615,PIZ00003  ,06-23-2019,1970-01-01,301367,00038274,SEA.F     ,13,EFUHV23D65A         ,3000,PC,
