PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,1,LDAHV12DH5T         ,10000,PC,
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,2,LDAHV12LH5T         ,4500,PC,
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,3,LDAHV15DH5T         ,20000,PC,
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,4,LDAHV15LH5T         ,4000,PC,
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,5,LDAHV3DH6A          ,3000,PC,
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,6,LDAHV3LH6A          ,6000,PC,
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,7,LDAHV5DH6A          ,12500,PC,
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,8,LDAHV5LH6A          ,6000,PC,
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,9,LDAHV7DH6A          ,30000,PC,
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,10,LDAHV7LH6A          ,13000,PC,
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,11,LDAHV9DH6A          ,16000,PC,
PC180397,PIZ00003  ,02-24-2018,1970-01-01,301367,00038274,SEA.F     ,12,LDAHV9LH6A          ,7000,PC,
