PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170212,PIZ00006  ,02-24-2017,1970-01-01,301367,00038274,SEA.F     ,1,LDAHV10DG4A1        ,500,PC,
PC170212,PIZ00006  ,02-24-2017,1970-01-01,301367,00038274,SEA.F     ,2,LDAHV10DG4BA        ,500,PC,
PC170212,PIZ00006  ,02-24-2017,1970-01-01,301367,00038274,SEA.F     ,3,LDAHV10LG4A1        ,500,PC,
PC170212,PIZ00006  ,02-24-2017,1970-01-01,301367,00038274,SEA.F     ,4,LDAHV10LG4BA        ,500,PC,
PC170212,PIZ00006  ,02-24-2017,1970-01-01,301367,00038274,SEA.F     ,5,LDAHV7DG4BA         ,1000,PC,
PC170212,PIZ00006  ,02-24-2017,1970-01-01,301367,00038274,SEA.F     ,6,LDAHV7LG4A1         ,1500,PC,
PC170212,PIZ00006  ,02-24-2017,1970-01-01,301367,00038274,SEA.F     ,7,LDAHV7LG4BA         ,2500,PC,
PC170212,PIZ00006  ,02-24-2017,1970-01-01,301367,00038274,SEA.F     ,8,LDAHV8DG4A1         ,1000,PC,
PC170212,PIZ00006  ,02-24-2017,1970-01-01,301367,00038274,SEA.F     ,9,LDAHV8DG4BA         ,1000,PC,
PC170212,PIZ00006  ,02-24-2017,1970-01-01,301367,00038274,SEA.F     ,10,LDAHV8LG4A1         ,750,PC,
PC170212,PIZ00006  ,02-24-2017,1970-01-01,301367,00038274,SEA.F     ,11,LDAHV8LG4BA         ,1500,PC,
