PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV11D65A         ,2976,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV15D65A         ,2976,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,3,EFDHV20D65A         ,6720,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,4,EFDHV23D65A         ,2976,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,5,EFDHV25D65A         ,4800,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,6,EFU11E652V          ,2000,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,7,EFU14E652V          ,1000,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,8,EFUHV11D65A         ,4800,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,9,EFUHV14D65A         ,7700,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,10,EFUHV18D65A3        ,3100,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,11,EFUHV23D65A3        ,4200,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,12,EFUHV8D65A          ,2000,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,13,LDTHV16DGNA         ,1014,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,14,LDTHV25DGNA         ,1014,PC,
PC160140,PIZ00003  ,09-18-2016,1970-01-01,301367,00038274,SEA.F     ,15,LDTHV35DGNA         ,1002,PC,
