PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,1,EFDHV11D65L         ,3000,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,2,EFDHV20L27L         ,3996,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,3,EFDHV23D65L         ,5976,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,4,EFDHV23L27L         ,1992,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,5,EFDHV25D65L         ,7500,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,6,EFDHV25L27L         ,3000,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,7,EFDHV32D65A         ,2400,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,8,EFDHV42D65A         ,1000,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,9,EFDHV8D65L          ,4992,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,10,EFDHV8L27L          ,4992,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,11,EFUHV18D65L         ,10000,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,12,EFUHV18L27L         ,2000,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,13,LDAHV11DH3A         ,1000,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,14,LDAHV11LH3A         ,1000,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,15,LDAHV9DH3A          ,1000,PC,
PC170210,PIZ00003  ,02-24-2017,,301367,00038274,SEA.F     ,16,LDAHV9LH3A          ,1000,PC,
