PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV11D65T         ,1976,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV15D65T1        ,34384,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,3,EFDHV15L27T1        ,4416,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,4,EFDHV23D65T1        ,3728,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,5,EFDHV25L27T         ,6300,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,6,EFDHV32D65A         ,1792,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,7,EFDHV42D65A         ,7480,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,8,EFU11E652V          ,5000,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,9,EFU14E272V1         ,15000,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,10,EFU14E652V1         ,55000,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,11,EFU8E652V1          ,17500,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,12,EFUHV18D65A         ,48000,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,13,EFUHV18L27A         ,2200,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,14,EFUHV23D65A         ,7500,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,15,EFDHV20D65T1        ,6240,PC,
PC180396,PIZ00003  ,02-03-2018,1970-01-01,301367,00038274,SEA.F     ,16,EFDHV25D65T         ,104928,PC,
