PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,1,LDAHV12DH6T         ,7500,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,2,LDAHV15DH6T         ,5000,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,3,LDAHV20DH5T         ,9000,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,4,LDAHV30DH5T         ,4600,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,5,LDAHV3DH6T          ,10800,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,6,LDAHV3LH6T          ,3000,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,7,LDAHV5DH6T          ,15300,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,8,LDAHV7DH6T          ,35000,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,9,LDAHV7LH6T          ,9000,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,10,LDAHV9DH6T          ,10000,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,11,LDAHV9LH6T          ,5000,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,12,LDTHV11D65GA1       ,3000,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,13,LDTHV11L30GA1       ,1000,PC,
PC190650,PIZ00003  ,09-23-2019,1970-01-01,301367,00038274,SEA.F     ,14,LDTHV7D65GA1        ,3200,PC,
