PO NBR,Supplier,Order date,Due Date,Buyer,Remarks,Line,Item  Number,QtyOrder,UM
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,1,LDAHV10DG4A         ,12600,PC,
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,2,LDAHV10LG4A         ,5000,PC,
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,3,LDAHV12DG4A         ,5000,PC,
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,4,LDAHV12LG4A         ,5000,PC,
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,5,LDAHV2DG4A          ,5000,PC,
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,6,LDAHV2LG4A          ,5000,PC,
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,7,LDAHV4DG4A          ,10500,PC,
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,8,LDAHV4LG4A          ,5000,PC,
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,9,LDAHV7DG4A          ,13500,PC,
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,10,LDAHV7LG4A          ,7000,PC,
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,11,LDAHV8DG4A          ,15000,PC,
PC160021,PIS00023  ,04-09-2016,,301367,SEA.F     ,12,LDAHV8LG4A          ,7300,PC,
