PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,1,EFU14E652V1         ,54000,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,2,EFU8E652V1          ,12000,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,3,EFUHV18D65A         ,18000,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,4,EFUHV18L27A         ,1080,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,5,EFUHV23D65A         ,8000,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,6,EFDHV11D65T         ,3360,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,7,EFDHV15D65T1        ,26400,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,8,EFDHV15L27T1        ,9240,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,9,EFDHV20D65T1        ,2148,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,10,EFDHV23D65T1        ,3840,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,11,EFDHV25D65T         ,229920,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,12,EFDHV25L27T         ,3456,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,13,EFDHV32D65A         ,1800,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,14,EFDHV42D65A         ,3480,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,15,EFU11E652V          ,5000,PC,
PC180508,PIZ00003  ,10-25-2018,1970-01-01,301367,00038274,SEA.F     ,16,EFU14E272V1         ,12000,PC,
