PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC190634,PIZ00003  ,07-04-2019,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV25D65A         ,2520,PC,
PC190634,PIZ00003  ,07-04-2019,1970-01-01,301367,00038274,SEA.F     ,2,LDAHV12DH6T         ,8000,PC,
PC190634,PIZ00003  ,07-04-2019,1970-01-01,301367,00038274,SEA.F     ,3,LDAHV12LH6T         ,2000,PC,
PC190634,PIZ00003  ,07-04-2019,1970-01-01,301367,00038274,SEA.F     ,4,LDAHV15DH6T         ,8000,PC,
PC190634,PIZ00003  ,07-04-2019,1970-01-01,301367,00038274,SEA.F     ,5,LDAHV15LH6T         ,2000,PC,
PC190634,PIZ00003  ,07-04-2019,1970-01-01,301367,00038274,SEA.F     ,6,LDAHV3DH6T          ,8000,PC,
PC190634,PIZ00003  ,07-04-2019,1970-01-01,301367,00038274,SEA.F     ,7,LDAHV5DH6T          ,8500,PC,
PC190634,PIZ00003  ,07-04-2019,1970-01-01,301367,00038274,SEA.F     ,8,LDAHV7DH6T          ,8500,PC,
PC190634,PIZ00003  ,07-04-2019,1970-01-01,301367,00038274,SEA.F     ,9,LDAHV7LH6T          ,2000,PC,
PC190634,PIZ00003  ,07-04-2019,1970-01-01,301367,00038274,SEA.F     ,10,LDAHV9DH6T          ,8000,PC,
PC190634,PIZ00003  ,07-04-2019,1970-01-01,301367,00038274,SEA.F     ,11,LDAHV9LH6T          ,2000,PC,
