PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV11D65T         ,3000,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV15D65T1        ,18912,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,3,EFDHV15L27T1        ,5472,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,4,EFDHV20D65T1        ,3552,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,5,EFDHV23D65T1        ,3500,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,6,EFDHV25D65T         ,189984,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,7,EFDHV25L27T         ,3168,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,8,EFDHV32D65A         ,2088,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,9,EFDHV42D65A         ,3984,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,10,EFU11E652V          ,2500,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,11,EFU14E272V1         ,7000,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,12,EFU14E652V1         ,38000,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,13,EFU8E652V1          ,14000,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,14,EFUHV18D65A         ,24500,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,15,EFUHV18L27A         ,1080,PC,
PC170263,PIZ00003  ,05-25-2017,1970-01-01,301367,00038274,SEA.F     ,16,EFUHV23D65A         ,5600,PC,
