PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,1,LDAHV12DH5T         ,10000,PC,
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,2,LDAHV12LH5T         ,1000,PC,
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,3,LDAHV15DH5T         ,8500,PC,
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,4,LDAHV15LH5T         ,500,PC,
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,5,LDAHV3DH6A          ,8000,PC,
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,6,LDAHV3LH6A          ,2500,PC,
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,7,LDAHV5DH6A          ,5500,PC,
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,8,LDAHV5LH6A          ,4200,PC,
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,9,LDAHV7DH6A          ,23000,PC,
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,10,LDAHV7LH6A          ,11000,PC,
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,11,LDAHV9DH6A          ,11000,PC,
PC170360,PIZ00003  ,11-25-2017,1970-01-01,301367,00038274,SEA.F     ,12,LDAHV9LH6A          ,2500,PC,
