PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,1,LDAHV12DH6T         ,25000,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,2,LDAHV12LH6T         ,9900,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,3,LDAHV15DH6T         ,18000,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,4,LDAHV15LH6T         ,10000,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,5,LDAHV20DH5T         ,5500,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,6,LDAHV30DH5T         ,1800,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,7,LDAHV3DH6T          ,16000,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,8,LDAHV3LH6T          ,7900,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,9,LDAHV5DH6T          ,22000,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,10,LDAHV5LH6T          ,12500,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,11,LDAHV7DH6T          ,40000,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,12,LDAHV7LH6T          ,12000,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,13,LDAHV9DH6T          ,26000,PC,
PC190644,PIZ00003  ,08-23-2019,1970-01-01,301367,00038274,SEA.F     ,14,LDAHV9LH6T          ,10000,PC,
