PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV11D65T         ,2976,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV15D65T1        ,24384,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,3,EFDHV15L27T1        ,4992,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,4,EFDHV20D65T1        ,3456,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,5,EFDHV23D65T1        ,1800,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,6,EFDHV25D65T         ,139968,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,7,EFDHV25L27T         ,4800,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,8,EFDHV32D65A         ,792,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,9,EFDHV42D65A         ,480,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,10,EFU11E652V          ,5000,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,11,EFU14E272V1         ,15000,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,12,EFU14E652V1         ,70000,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,13,EFU8E652V1          ,16000,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,14,EFUHV18D65A         ,68000,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,15,EFUHV18L27A         ,2200,PC,
PC170372,PIZ00003  ,12-24-2017,1970-01-01,301367,00038274,SEA.F     ,16,EFUHV23D65A         ,4500,PC,
