PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,1,EFDHV11D65T         ,1920,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,2,EFDHV15D65T1        ,20352,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,3,EFDHV20D65T1        ,2976,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,4,EFDHV23D65T1        ,960,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,5,EFDHV25D65T         ,179904,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,6,EFDHV25L27T         ,1920,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,7,EFDHV32D65A         ,1296,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,8,EFDHV42D65A         ,6048,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,9,EFU11E652V          ,4000,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,10,EFU14E272V1         ,9000,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,11,EFU14E652V1         ,44500,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,12,EFU8E652V1          ,11000,PC,
PC170338,PIZ00003  ,10-25-2017,1970-01-01,301367,00038274,SEA.F     ,13,EFUHV23D65A         ,5000,PC,
