PO NBR,Supplier,Order date,Due Date,Buyer,Bill To,Remarks,Line,Item  Number,QtyOrder,UM
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,1,LDAHV4DG4A          ,4400,PC,
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,2,LDAHV4LG4A          ,2600,PC,
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,3,LDAHV5DG4A          ,6000,PC,
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,4,LDAHV5LG4A          ,4200,PC,
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,5,LDAHV7DG4A          ,3400,PC,
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,6,LDAHV7LG4A          ,2200,PC,
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,7,LDAHV8DG4A          ,3000,PC,
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,8,LDAHV8LG4A          ,1800,PC,
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,9,LDAHV10DG4A         ,3000,PC,
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,10,LDAHV10LG4A         ,1800,PC,
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,11,LDAHV12DG4A         ,1000,PC,
PC160123,PIZ00006  ,09-10-2016,,301367,00038274,SEA.F     ,12,LDAHV12LG4A         ,1000,PC,
